ObservationID,ObservationDate,ObservedEmployeeID,Location,Category,Description,RiskLevel,IsNearMiss,IsIncident
OBS00237,2024-08-10 14:16:28,EMP0091,Line-1,Housekeeping,Worker showed correct PPE usage.,Medium,False,False
OBS00238,2024-01-21 10:59:53,EMP0006,Yard,Housekeeping,Poor posture observed during lifting.,Medium,False,False
OBS00239,2024-09-18 19:05:39,EMP0138,Line-2,PPE,Poor posture observed during lifting.,High,False,False
OBS00240,2024-03-24 07:52:33,EMP0185,Yard,Machine Safety,Machine guard left open.,Medium,False,False
OBS00241,2024-07-01 18:18:03,EMP0044,Line-3,Housekeeping,Machine guard left open.,High,False,False
OBS00242,2024-04-14 20:48:08,EMP0084,Line-2,Machine Safety,Poor posture observed during lifting.,High,False,False
OBS00243,2024-04-21 08:44:35,EMP0055,Press Shop,Housekeeping,Worker showed correct PPE usage.,High,False,False
OBS00244,2024-02-15 15:16:21,EMP0028,Warehouse,PPE,Gloves missing during handling.,Medium,False,False
OBS00245,2024-11-25 14:08:33,EMP0080,Loading Bay,Ergonomics,Chemical container improperly placed.,High,False,False
OBS00246,2024-08-09 08:44:06,EMP0137,Press Shop,Ergonomics,Worker showed correct PPE usage.,Low,True,False
OBS00247,2024-10-05 06:41:48,EMP0039,Loading Bay,Chemical Safety,Oil spill spotted on walkway.,Low,False,False
OBS00248,2024-06-22 06:50:24,EMP0196,Loading Bay,Ergonomics,Oil spill spotted on walkway.,Low,False,False
OBS00249,2024-08-27 23:01:23,EMP0174,Tool Room,PPE,Gloves missing during handling.,Medium,False,False
OBS00250,2024-07-31 00:16:34,EMP0170,Line-1,Ergonomics,Poor posture observed during lifting.,High,False,False
OBS00251,2024-06-29 11:16:12,EMP0044,Tool Room,PPE,Chemical container improperly placed.,Medium,False,False
OBS00252,2024-10-25 16:11:50,EMP0083,Yard,Ergonomics,Worker showed correct PPE usage.,Low,True,False
OBS00253,2024-10-24 22:06:27,EMP0003,Warehouse,Ergonomics,Gloves missing during handling.,Medium,False,False
OBS00254,2024-08-11 02:54:44,EMP0124,Warehouse,Ergonomics,Poor posture observed during lifting.,High,True,False
OBS00255,2024-04-21 06:58:39,EMP0016,Paint Booth,Machine Safety,Chemical container improperly placed.,Low,False,False
OBS00256,2024-06-17 13:20:30,EMP0092,Warehouse,PPE,Chemical container improperly placed.,High,False,False
OBS00257,2024-03-24 13:14:52,EMP0169,Line-3,Ergonomics,Poor posture observed during lifting.,Medium,True,False
OBS00258,2024-07-07 14:07:54,EMP0102,Line-2,Machine Safety,Worker showed correct PPE usage.,High,False,False
OBS00259,2024-11-18 20:08:06,EMP0054,Warehouse,Housekeeping,Gloves missing during handling.,Low,False,False
OBS00260,2024-10-04 06:20:33,EMP0185,Line-3,Ergonomics,Machine guard left open.,Medium,False,False
OBS00261,2024-07-14 10:56:43,EMP0185,CNC Area,Housekeeping,Gloves missing during handling.,High,False,False
OBS00262,2024-04-22 17:27:14,EMP0012,Line-3,PPE,Poor posture observed during lifting.,Medium,False,False
OBS00263,2024-11-22 11:46:18,EMP0128,Line-1,PPE,Oil spill spotted on walkway.,High,False,False
OBS00264,2024-05-16 14:33:40,EMP0130,Line-1,Ergonomics,Poor posture observed during lifting.,High,False,False
OBS00265,2024-12-02 18:05:32,EMP0091,CNC Area,Housekeeping,Worker showed correct PPE usage.,Medium,False,False
OBS00266,2024-08-09 19:12:39,EMP0140,Press Shop,Ergonomics,Chemical container improperly placed.,Medium,False,False
OBS00267,2024-03-23 18:21:55,EMP0053,Line-3,Housekeeping,Worker showed correct PPE usage.,High,True,False
OBS00268,2024-04-02 00:09:57,EMP0062,Loading Bay,Ergonomics,Machine guard left open.,Medium,False,False
OBS00269,2024-03-01 06:19:47,EMP0034,CNC Area,PPE,Gloves missing during handling.,High,True,False
OBS00270,2024-09-06 02:43:49,EMP0010,Press Shop,Machine Safety,Poor posture observed during lifting.,Medium,False,False
OBS00271,2024-07-27 23:02:47,EMP0113,Loading Bay,Machine Safety,Poor posture observed during lifting.,Low,False,False
OBS00272,2024-08-19 16:06:09,EMP0148,Tool Room,Housekeeping,Gloves missing during handling.,High,False,False
OBS00273,2024-05-13 03:51:19,EMP0167,Yard,PPE,Oil spill spotted on walkway.,Medium,False,False
OBS00274,2024-09-23 08:20:48,EMP0042,Tool Room,Housekeeping,Oil spill spotted on walkway.,High,False,False
OBS00275,2024-05-26 12:53:46,EMP0058,Warehouse,Machine Safety,Worker showed correct PPE usage.,Low,False,False
OBS00276,2024-09-19 02:08:53,EMP0197,Warehouse,Ergonomics,Poor posture observed during lifting.,High,False,False
OBS00277,2024-10-01 05:03:02,EMP0013,Line-2,Chemical Safety,Poor posture observed during lifting.,Low,False,False
OBS00278,2024-12-25 04:00:57,EMP0022,Paint Booth,Ergonomics,Worker showed correct PPE usage.,High,False,False
OBS00279,2024-04-23 12:06:01,EMP0106,Loading Bay,PPE,Oil spill spotted on walkway.,High,False,False
OBS00280,2024-10-09 07:51:52,EMP0140,Warehouse,Chemical Safety,Machine guard left open.,Medium,True,False
OBS00281,2024-07-13 08:31:11,EMP0019,Line-1,Ergonomics,Poor posture observed during lifting.,High,True,False
OBS00282,2024-07-13 02:03:01,EMP0195,Tool Room,Chemical Safety,Gloves missing during handling.,Medium,True,False
OBS00283,2024-12-01 10:31:14,EMP0099,Paint Booth,Chemical Safety,Machine guard left open.,Medium,True,False
OBS00284,2024-02-23 07:58:06,EMP0037,Warehouse,Machine Safety,Worker showed correct PPE usage.,Medium,False,False
OBS00285,2024-11-26 20:35:15,EMP0194,Warehouse,Housekeeping,Machine guard left open.,Medium,False,False
OBS00286,2024-06-10 00:50:18,EMP0098,Warehouse,Ergonomics,Oil spill spotted on walkway.,High,False,False
OBS00287,2024-04-02 06:12:49,EMP0141,Yard,PPE,Poor posture observed during lifting.,Medium,False,False
OBS00288,2024-02-28 18:40:57,EMP0056,Paint Booth,Housekeeping,Poor posture observed during lifting.,Medium,True,False
OBS00289,2024-07-03 23:59:38,EMP0200,CNC Area,Machine Safety,Worker showed correct PPE usage.,Medium,False,False
OBS00290,2024-06-14 16:57:22,EMP0186,Line-3,PPE,Machine guard left open.,Low,True,False
OBS00291,2024-10-24 00:56:03,EMP0088,Tool Room,Machine Safety,Worker showed correct PPE usage.,Medium,True,False
OBS00292,2024-06-15 03:48:38,EMP0071,Paint Booth,Housekeeping,Chemical container improperly placed.,Low,False,False
OBS00293,2024-06-06 21:48:00,EMP0103,Loading Bay,Chemical Safety,Oil spill spotted on walkway.,Medium,False,False
OBS00294,2024-11-07 19:34:19,EMP0123,Line-2,Housekeeping,Gloves missing during handling.,Low,False,False
OBS00295,2024-09-19 12:56:21,EMP0169,Line-1,Ergonomics,Poor posture observed during lifting.,Medium,False,False
OBS00296,2024-02-10 11:54:12,EMP0137,Line-2,Machine Safety,Gloves missing during handling.,Low,True,False
OBS00297,2024-09-23 07:04:07,EMP0071,Line-2,PPE,Gloves missing during handling.,Low,True,False
OBS00298,2024-01-03 02:57:39,EMP0148,CNC Area,Chemical Safety,Chemical container improperly placed.,Low,False,False
OBS00299,2024-08-15 10:49:39,EMP0146,Press Shop,PPE,Poor posture observed during lifting.,Medium,False,False
OBS00300,2024-08-16 07:21:16,EMP0041,Press Shop,Chemical Safety,Gloves missing during handling.,Low,False,False
OBS00301,2024-03-10 08:18:34,EMP0035,Warehouse,Chemical Safety,Gloves missing during handling.,High,False,False
OBS00302,2024-11-02 10:20:03,EMP0096,Tool Room,PPE,Gloves missing during handling.,Low,False,False
OBS00303,2024-04-12 09:23:08,EMP0195,Line-1,Chemical Safety,Chemical container improperly placed.,Medium,False,False
OBS00304,2024-07-12 11:46:35,EMP0105,Yard,Housekeeping,Machine guard left open.,High,False,False
OBS00305,2024-07-17 14:47:31,EMP0137,Loading Bay,Housekeeping,Worker showed correct PPE usage.,Low,True,False
OBS00306,2024-02-11 03:47:24,EMP0129,Yard,PPE,Worker showed correct PPE usage.,Medium,False,False
OBS00307,2024-02-03 03:01:52,EMP0057,Loading Bay,Machine Safety,Machine guard left open.,High,False,False
OBS00308,2024-10-14 20:40:22,EMP0142,Loading Bay,Housekeeping,Worker showed correct PPE usage.,Medium,False,False
OBS00309,2024-10-24 22:00:01,EMP0163,Tool Room,Chemical Safety,Worker showed correct PPE usage.,High,True,False
OBS00310,2024-04-07 02:07:58,EMP0137,CNC Area,Machine Safety,Machine guard left open.,High,False,False
OBS00311,2024-01-24 20:49:28,EMP0022,Warehouse,PPE,Poor posture observed during lifting.,High,False,False
OBS00312,2024-11-22 07:30:04,EMP0003,Line-2,Chemical Safety,Machine guard left open.,High,False,False
OBS00313,2024-05-27 01:48:19,EMP0075,Press Shop,Machine Safety,Chemical container improperly placed.,Low,False,False
OBS00314,2024-10-15 17:45:43,EMP0020,Loading Bay,Machine Safety,Machine guard left open.,Low,True,False
OBS00315,2024-11-27 20:20:29,EMP0102,Line-2,Chemical Safety,Oil spill spotted on walkway.,Medium,False,False
OBS00316,2024-07-21 08:08:09,EMP0195,CNC Area,Housekeeping,Chemical container improperly placed.,Medium,False,False
OBS00317,2024-08-10 03:38:18,EMP0164,Line-2,Machine Safety,Machine guard left open.,High,False,True
OBS00318,2024-11-02 12:01:58,EMP0032,CNC Area,Ergonomics,Machine guard left open.,High,False,False
OBS00319,2024-12-19 06:01:49,EMP0158,Line-3,Machine Safety,Poor posture observed during lifting.,High,True,False
OBS00320,2024-06-14 23:28:43,EMP0177,Warehouse,Machine Safety,Gloves missing during handling.,High,False,False
OBS00321,2024-05-12 02:36:34,EMP0038,Line-3,Ergonomics,Machine guard left open.,Low,False,False
OBS00322,2024-12-23 00:59:17,EMP0098,Line-2,Housekeeping,Machine guard left open.,High,False,False
OBS00323,2024-09-05 18:19:34,EMP0079,Press Shop,Machine Safety,Oil spill spotted on walkway.,High,False,False
OBS00324,2024-11-10 12:12:55,EMP0178,Line-3,PPE,Chemical container improperly placed.,High,True,False
OBS00325,2024-03-29 03:56:13,EMP0101,Paint Booth,Ergonomics,Machine guard left open.,High,False,False
OBS00326,2024-08-08 05:59:42,EMP0195,Loading Bay,Chemical Safety,Worker showed correct PPE usage.,Low,False,False
OBS00327,2024-07-27 09:18:47,EMP0193,Paint Booth,PPE,Oil spill spotted on walkway.,Low,False,False
OBS00328,2024-11-07 21:14:47,EMP0122,Line-1,Machine Safety,Machine guard left open.,High,False,False
OBS00329,2024-11-27 15:28:45,EMP0166,Warehouse,Chemical Safety,Oil spill spotted on walkway.,Medium,False,False
OBS00330,2024-10-04 06:01:48,EMP0068,Tool Room,PPE,Worker showed correct PPE usage.,Medium,False,True
OBS00331,2024-12-27 01:00:53,EMP0061,Paint Booth,Housekeeping,Worker showed correct PPE usage.,Low,False,False
OBS00332,2024-07-19 09:24:51,EMP0160,Line-1,PPE,Poor posture observed during lifting.,Low,True,False
OBS00333,2024-08-13 01:11:59,EMP0059,Press Shop,PPE,Gloves missing during handling.,Medium,True,False
OBS00334,2024-01-22 05:23:45,EMP0059,CNC Area,Housekeeping,Worker showed correct PPE usage.,Low,False,True
OBS00335,2024-12-03 06:37:13,EMP0140,Warehouse,Chemical Safety,Gloves missing during handling.,High,False,False
OBS00336,2024-07-14 13:52:38,EMP0058,Press Shop,Machine Safety,Machine guard left open.,High,True,False
OBS00337,2024-09-25 20:13:03,EMP0108,Line-3,PPE,Chemical container improperly placed.,High,False,False
OBS00338,2024-12-04 00:02:31,EMP0164,Line-2,Ergonomics,Oil spill spotted on walkway.,Low,False,False
OBS00339,2024-07-01 19:28:45,EMP0068,Yard,Machine Safety,Poor posture observed during lifting.,Low,False,False
OBS00340,2024-12-10 13:52:01,EMP0076,Line-2,Chemical Safety,Oil spill spotted on walkway.,High,False,False
OBS00341,2024-11-04 08:06:43,EMP0165,Press Shop,Ergonomics,Worker showed correct PPE usage.,High,False,False
OBS00342,2024-10-08 22:31:29,EMP0068,Line-2,PPE,Oil spill spotted on walkway.,Low,False,False
OBS00343,2024-11-24 13:58:07,EMP0013,CNC Area,Machine Safety,Oil spill spotted on walkway.,High,False,False
OBS00344,2024-06-25 22:01:50,EMP0128,Tool Room,PPE,Chemical container improperly placed.,High,False,False
OBS00345,2024-07-19 06:51:03,EMP0104,Line-2,PPE,Oil spill spotted on walkway.,Medium,False,False
OBS00346,2024-09-23 21:57:27,EMP0001,Line-3,PPE,Machine guard left open.,Low,False,False
OBS00347,2024-05-03 11:26:08,EMP0185,Line-1,Machine Safety,Oil spill spotted on walkway.,Medium,False,False
OBS00348,2024-10-21 19:33:42,EMP0025,Press Shop,PPE,Worker showed correct PPE usage.,Medium,False,False
OBS00349,2024-02-28 21:23:27,EMP0197,Loading Bay,Machine Safety,Gloves missing during handling.,High,False,True
OBS00350,2024-12-14 20:42:53,EMP0157,Paint Booth,Housekeeping,Poor posture observed during lifting.,Low,False,False
OBS00351,2024-08-22 08:43:16,EMP0125,Line-3,Ergonomics,Machine guard left open.,High,False,False
OBS00352,2024-10-18 19:26:37,EMP0001,Warehouse,Ergonomics,Machine guard left open.,Medium,True,False
OBS00353,2024-09-30 07:41:57,EMP0167,Warehouse,Ergonomics,Poor posture observed during lifting.,Low,False,False
OBS00354,2024-12-01 13:49:43,EMP0139,Press Shop,Machine Safety,Gloves missing during handling.,Medium,False,False
OBS00355,2024-07-12 10:43:38,EMP0159,Line-1,Ergonomics,Worker showed correct PPE usage.,Medium,False,False
OBS00356,2024-10-02 03:45:03,EMP0095,Line-3,PPE,Gloves missing during handling.,Medium,False,False
OBS00357,2024-10-20 15:29:03,EMP0141,Paint Booth,PPE,Gloves missing during handling.,High,False,False
OBS00358,2024-11-02 00:30:40,EMP0012,Line-2,Ergonomics,Poor posture observed during lifting.,High,False,False
OBS00359,2024-03-01 21:15:20,EMP0028,Line-2,PPE,Poor posture observed during lifting.,Medium,False,True
OBS00360,2024-03-15 14:40:01,EMP0036,Paint Booth,Chemical Safety,Oil spill spotted on walkway.,High,False,False
OBS00361,2024-12-24 22:28:00,EMP0164,Tool Room,Housekeeping,Chemical container improperly placed.,High,False,False
OBS00362,2024-09-29 08:47:17,EMP0175,Line-1,Chemical Safety,Machine guard left open.,Low,False,False
OBS00363,2024-08-05 04:52:40,EMP0115,Yard,Ergonomics,Chemical container improperly placed.,High,False,False
OBS00364,2024-05-20 02:04:07,EMP0083,Line-3,Chemical Safety,Machine guard left open.,Medium,False,False
OBS00365,2024-06-01 12:35:08,EMP0038,Press Shop,Housekeeping,Oil spill spotted on walkway.,Low,True,False
OBS00366,2024-08-13 05:50:37,EMP0073,Line-1,Machine Safety,Oil spill spotted on walkway.,High,False,False
OBS00367,2024-02-29 10:17:12,EMP0199,Press Shop,Chemical Safety,Oil spill spotted on walkway.,High,False,True
OBS00368,2024-04-17 15:36:00,EMP0112,Warehouse,Ergonomics,Gloves missing during handling.,High,False,False
OBS00369,2024-02-05 17:18:25,EMP0023,Line-3,Machine Safety,Poor posture observed during lifting.,Medium,False,False
OBS00370,2024-11-18 12:26:34,EMP0062,Press Shop,Ergonomics,Worker showed correct PPE usage.,Low,False,True
OBS00371,2024-09-10 04:05:18,EMP0199,CNC Area,Chemical Safety,Worker showed correct PPE usage.,Medium,False,False
OBS00372,2024-06-07 03:48:18,EMP0190,Paint Booth,Machine Safety,Chemical container improperly placed.,Low,True,False
OBS00373,2024-03-05 12:57:11,EMP0148,Line-2,Chemical Safety,Oil spill spotted on walkway.,Medium,True,False
OBS00374,2024-03-10 13:43:52,EMP0064,Yard,Ergonomics,Gloves missing during handling.,High,False,False
OBS00375,2024-06-24 02:13:33,EMP0126,Line-3,Ergonomics,Machine guard left open.,Low,False,False
OBS00376,2024-11-07 15:56:48,EMP0052,Paint Booth,PPE,Machine guard left open.,Low,False,False
OBS00377,2024-09-25 20:43:24,EMP0196,CNC Area,Machine Safety,Worker showed correct PPE usage.,High,True,False
OBS00378,2024-01-21 18:10:28,EMP0024,Line-2,Chemical Safety,Poor posture observed during lifting.,Low,False,False
OBS00379,2024-07-14 23:38:43,EMP0094,Paint Booth,Machine Safety,Worker showed correct PPE usage.,High,False,False
OBS00380,2024-09-16 20:53:19,EMP0025,Line-3,Chemical Safety,Worker showed correct PPE usage.,Medium,False,False
OBS00381,2024-12-19 23:25:30,EMP0191,Press Shop,Chemical Safety,Worker showed correct PPE usage.,Low,False,False
OBS00382,2024-05-29 23:09:09,EMP0032,Line-1,Ergonomics,Chemical container improperly placed.,Low,False,False
OBS00383,2024-03-13 03:48:04,EMP0048,Tool Room,Machine Safety,Chemical container improperly placed.,Medium,False,False
OBS00384,2024-03-10 00:18:47,EMP0045,Tool Room,Machine Safety,Chemical container improperly placed.,Low,False,True
OBS00385,2024-09-14 10:05:44,EMP0061,Loading Bay,PPE,Worker showed correct PPE usage.,Medium,False,False
OBS00386,2024-06-14 14:34:49,EMP0106,Line-2,PPE,Poor posture observed during lifting.,Low,False,False
OBS00387,2024-08-24 09:00:05,EMP0005,Line-2,PPE,Chemical container improperly placed.,Medium,False,False
OBS00388,2024-07-01 11:10:27,EMP0020,CNC Area,Ergonomics,Machine guard left open.,Medium,False,False
OBS00389,2024-09-29 11:14:55,EMP0126,Line-1,Ergonomics,Machine guard left open.,Low,False,False
OBS00390,2024-01-21 03:02:12,EMP0070,Line-3,Chemical Safety,Oil spill spotted on walkway.,Low,False,False
OBS00391,2024-02-05 07:33:05,EMP0110,Press Shop,Ergonomics,Machine guard left open.,High,False,False
OBS00392,2024-07-04 22:57:48,EMP0120,Warehouse,Machine Safety,Poor posture observed during lifting.,Low,False,False
OBS00393,2024-01-05 19:26:30,EMP0097,Tool Room,PPE,Machine guard left open.,High,False,False
OBS00394,2024-11-08 22:26:58,EMP0159,Warehouse,Housekeeping,Gloves missing during handling.,High,False,False
OBS00395,2024-04-24 00:31:38,EMP0113,Loading Bay,Machine Safety,Machine guard left open.,High,True,False
OBS00396,2024-04-11 03:56:24,EMP0068,Tool Room,Ergonomics,Worker showed correct PPE usage.,High,False,False
OBS00397,2024-08-20 13:08:28,EMP0138,Loading Bay,Housekeeping,Gloves missing during handling.,Medium,False,False
OBS00398,2024-07-04 12:12:00,EMP0004,Press Shop,Machine Safety,Gloves missing during handling.,Medium,False,False
OBS00399,2024-07-18 06:50:13,EMP0166,Tool Room,PPE,Oil spill spotted on walkway.,Low,False,False
OBS00400,2024-05-23 08:37:49,EMP0002,CNC Area,Machine Safety,Machine guard left open.,Medium,False,False
OBS00401,2024-09-18 01:59:21,EMP0059,Line-1,Housekeeping,Machine guard left open.,Low,False,False
OBS00402,2024-10-01 02:53:11,EMP0188,Line-3,Housekeeping,Oil spill spotted on walkway.,Low,False,False
OBS00403,2024-03-22 12:33:43,EMP0048,Line-3,PPE,Poor posture observed during lifting.,High,False,False
OBS00404,2024-08-20 00:48:00,EMP0053,CNC Area,Housekeeping,Chemical container improperly placed.,High,True,False
OBS00405,2024-07-25 00:25:10,EMP0088,Yard,Ergonomics,Machine guard left open.,High,False,False
OBS00406,2024-03-24 07:21:05,EMP0073,Loading Bay,Chemical Safety,Machine guard left open.,High,False,True
OBS00407,2024-02-03 19:58:59,EMP0100,Line-1,Chemical Safety,Worker showed correct PPE usage.,High,True,False
OBS00408,2024-05-09 01:10:20,EMP0135,CNC Area,Ergonomics,Gloves missing during handling.,Low,False,False
OBS00409,2024-06-30 10:58:02,EMP0040,Line-2,Housekeeping,Oil spill spotted on walkway.,High,False,False
OBS00410,2024-07-06 12:55:47,EMP0197,Paint Booth,Machine Safety,Oil spill spotted on walkway.,Low,False,False
OBS00411,2024-05-12 08:48:53,EMP0039,Yard,Housekeeping,Poor posture observed during lifting.,High,False,False
OBS00412,2024-11-19 06:27:01,EMP0004,Warehouse,Machine Safety,Machine guard left open.,Low,False,False
OBS00413,2024-11-30 16:01:05,EMP0099,Yard,Chemical Safety,Worker showed correct PPE usage.,Low,False,False
OBS00414,2024-08-23 13:23:38,EMP0151,Yard,Housekeeping,Chemical container improperly placed.,High,False,False
OBS00415,2024-06-26 02:26:06,EMP0052,Line-3,Housekeeping,Worker showed correct PPE usage.,High,False,False
OBS00416,2024-07-20 11:48:35,EMP0028,Yard,Machine Safety,Oil spill spotted on walkway.,Medium,False,True
OBS00417,2024-03-29 15:53:03,EMP0038,Paint Booth,Ergonomics,Worker showed correct PPE usage.,High,False,False
OBS00418,2024-05-03 10:16:47,EMP0085,CNC Area,PPE,Gloves missing during handling.,High,False,True
OBS00419,2024-10-30 16:28:56,EMP0179,Tool Room,Machine Safety,Oil spill spotted on walkway.,Low,False,False
OBS00420,2024-06-10 01:34:40,EMP0004,Yard,Housekeeping,Machine guard left open.,High,False,False
OBS00421,2024-12-24 12:21:31,EMP0146,Line-3,Chemical Safety,Oil spill spotted on walkway.,Medium,False,False
OBS00422,2024-08-09 06:06:44,EMP0193,Loading Bay,Ergonomics,Poor posture observed during lifting.,Medium,False,False
OBS00423,2024-04-17 16:23:30,EMP0023,Tool Room,PPE,Poor posture observed during lifting.,High,False,False
OBS00424,2024-07-29 13:00:06,EMP0160,Line-1,PPE,Chemical container improperly placed.,High,False,False
OBS00425,2024-12-06 16:49:27,EMP0143,Line-3,Chemical Safety,Poor posture observed during lifting.,Low,False,False
OBS00426,2024-07-27 03:00:55,EMP0007,Line-3,PPE,Gloves missing during handling.,Medium,True,False
OBS00427,2024-04-22 17:39:47,EMP0151,Line-2,Housekeeping,Worker showed correct PPE usage.,High,True,False
OBS00428,2024-10-08 02:05:19,EMP0077,Loading Bay,Ergonomics,Oil spill spotted on walkway.,Low,False,False
OBS00429,2024-05-28 03:34:46,EMP0190,Line-2,Ergonomics,Oil spill spotted on walkway.,Low,False,False
OBS00430,2024-02-25 15:51:27,EMP0185,Line-1,PPE,Chemical container improperly placed.,Medium,False,False
OBS00431,2024-03-19 05:56:59,EMP0067,Line-2,Machine Safety,Poor posture observed during lifting.,High,False,False
OBS00432,2024-11-01 15:58:44,EMP0145,Tool Room,Ergonomics,Worker showed correct PPE usage.,Medium,False,False
OBS00433,2024-11-24 23:12:37,EMP0136,Tool Room,Machine Safety,Poor posture observed during lifting.,Medium,False,False
OBS00434,2024-03-27 02:35:12,EMP0151,Yard,Housekeeping,Oil spill spotted on walkway.,High,False,True
OBS00435,2024-06-28 12:28:14,EMP0051,Line-3,Housekeeping,Gloves missing during handling.,Low,False,False
OBS00436,2024-07-04 11:43:07,EMP0045,Warehouse,Housekeeping,Poor posture observed during lifting.,High,True,False
OBS00437,2024-05-23 12:25:35,EMP0170,Line-2,Housekeeping,Chemical container improperly placed.,Low,True,False
OBS00438,2024-06-22 12:55:08,EMP0095,Line-3,Chemical Safety,Worker showed correct PPE usage.,High,False,False
OBS00439,2024-08-02 12:29:22,EMP0167,Line-1,Housekeeping,Worker showed correct PPE usage.,Medium,False,True
OBS00440,2024-01-15 23:33:18,EMP0075,Paint Booth,PPE,Machine guard left open.,Low,True,False
OBS00441,2024-08-08 18:37:10,EMP0062,Line-3,PPE,Worker showed correct PPE usage.,High,True,False
OBS00442,2024-05-21 23:33:58,EMP0012,CNC Area,Machine Safety,Worker showed correct PPE usage.,High,False,True
OBS00443,2024-07-02 07:09:01,EMP0195,Line-2,Chemical Safety,Oil spill spotted on walkway.,Medium,False,True
OBS00444,2024-05-14 15:35:48,EMP0055,Loading Bay,PPE,Worker showed correct PPE usage.,Low,False,False
OBS00445,2024-09-06 12:58:36,EMP0059,Line-2,PPE,Oil spill spotted on walkway.,Medium,False,False
OBS00446,2024-03-12 04:29:35,EMP0031,CNC Area,Housekeeping,Gloves missing during handling.,Medium,False,False
OBS00447,2024-08-21 21:07:34,EMP0183,Line-1,Ergonomics,Oil spill spotted on walkway.,Medium,False,False
OBS00448,2024-03-19 13:40:31,EMP0139,Yard,Ergonomics,Worker showed correct PPE usage.,Medium,False,False
OBS00449,2024-08-25 00:25:13,EMP0140,Line-1,Machine Safety,Gloves missing during handling.,Medium,False,False
OBS00450,2024-03-08 09:44:32,EMP0014,CNC Area,Chemical Safety,Chemical container improperly placed.,Medium,False,False
OBS00451,2024-03-10 16:03:22,EMP0078,Press Shop,Housekeeping,Chemical container improperly placed.,Medium,False,False
OBS00452,2024-02-11 21:08:46,EMP0022,Warehouse,Chemical Safety,Worker showed correct PPE usage.,Medium,False,False
OBS00453,2024-12-27 17:26:50,EMP0052,Line-2,Ergonomics,Machine guard left open.,Low,False,False
OBS00454,2024-03-01 21:46:00,EMP0099,Line-1,Chemical Safety,Poor posture observed during lifting.,Low,False,False
OBS00455,2024-05-16 06:09:59,EMP0107,Line-2,Housekeeping,Worker showed correct PPE usage.,High,False,True
OBS00456,2024-05-25 17:11:49,EMP0125,Paint Booth,Machine Safety,Gloves missing during handling.,Low,False,False
OBS00457,2024-09-28 06:48:01,EMP0126,CNC Area,Housekeeping,Worker showed correct PPE usage.,High,False,False
OBS00458,2024-09-13 07:33:27,EMP0141,Line-2,Machine Safety,Poor posture observed during lifting.,Medium,False,False
OBS00459,2024-12-24 23:32:17,EMP0012,Yard,PPE,Gloves missing during handling.,High,False,False
OBS00460,2024-06-05 14:11:14,EMP0029,CNC Area,Housekeeping,Oil spill spotted on walkway.,High,False,False
OBS00461,2024-06-26 04:14:21,EMP0162,CNC Area,Housekeeping,Chemical container improperly placed.,High,False,False
OBS00462,2024-01-21 03:15:30,EMP0119,Loading Bay,Machine Safety,Gloves missing during handling.,High,True,False
OBS00463,2024-09-02 01:09:51,EMP0090,Line-1,Ergonomics,Chemical container improperly placed.,High,False,False
OBS00464,2024-04-11 16:19:29,EMP0026,Loading Bay,Chemical Safety,Gloves missing during handling.,Medium,False,False
OBS00465,2024-11-26 11:23:01,EMP0100,CNC Area,Housekeeping,Machine guard left open.,Low,False,False
OBS00466,2024-10-05 02:36:17,EMP0001,Line-3,Machine Safety,Machine guard left open.,High,False,False
OBS00467,2024-09-04 18:19:50,EMP0125,Line-2,Ergonomics,Oil spill spotted on walkway.,Medium,False,False
OBS00468,2024-02-23 12:31:59,EMP0096,Line-1,Ergonomics,Poor posture observed during lifting.,High,False,False
OBS00469,2024-03-20 08:16:37,EMP0131,Tool Room,Chemical Safety,Machine guard left open.,Low,False,True
OBS00470,2024-02-05 18:30:24,EMP0121,Line-1,Chemical Safety,Worker showed correct PPE usage.,Low,True,False
OBS00471,2024-11-07 10:39:55,EMP0146,Line-2,Machine Safety,Chemical container improperly placed.,Medium,True,False
OBS00472,2024-03-23 13:28:44,EMP0057,Press Shop,Housekeeping,Oil spill spotted on walkway.,Low,False,False
OBS00473,2024-11-28 06:44:46,EMP0080,Line-1,Ergonomics,Oil spill spotted on walkway.,Low,False,False
OBS00474,2024-09-25 21:18:58,EMP0193,Loading Bay,Housekeeping,Oil spill spotted on walkway.,Medium,False,False
OBS00475,2024-09-08 09:42:33,EMP0122,Warehouse,Housekeeping,Oil spill spotted on walkway.,Low,True,False
OBS00476,2024-12-07 05:05:22,EMP0056,Warehouse,PPE,Chemical container improperly placed.,High,False,False
OBS00477,2024-04-27 17:11:18,EMP0053,Line-1,Housekeeping,Poor posture observed during lifting.,High,False,False
OBS00478,2024-08-26 10:48:45,EMP0104,Line-1,Ergonomics,Chemical container improperly placed.,Low,False,False
OBS00479,2024-02-17 11:19:35,EMP0159,Line-1,Housekeeping,Chemical container improperly placed.,Low,False,False
OBS00480,2024-10-04 10:21:25,EMP0107,Press Shop,Ergonomics,Machine guard left open.,High,False,False
OBS00481,2024-11-30 12:11:06,EMP0007,Press Shop,Chemical Safety,Chemical container improperly placed.,Low,False,False
OBS00482,2024-03-22 23:56:20,EMP0146,CNC Area,Ergonomics,Gloves missing during handling.,Low,False,False
OBS00483,2024-01-13 00:29:16,EMP0080,Press Shop,Ergonomics,Poor posture observed during lifting.,Low,False,False
